,index,RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Puntos Fantasy,Player,Team,Precio,Uso,Form,TP,PosFantasy,PosAgg
350,350,,gary payton ii,Gol,G,31.4,44,15.5,13.6,12.8,23,0.609,128,0.648,55,0.364,0.617,0.621,5.5,2.6,1.1,0.9,0.4,0.6,8.0,6.5,9.1,6.5,122.0,106.1,12.22352272727273,gary payton ii, GSW  ,5.5,0.036,0.0,591.6,Front,Back
351,351,,neemias queta,Bos,C,24.8,28,11.9,16.9,11.1,28,0.714,104,0.644,0,0.0,0.644,0.662,5.5,4.4,0.7,0.5,0.8,0.5,9.9,6.2,10.6,8.6,137.6,96.1,13.927999999999999,neemias queta, BOS  ,5.5,0.006,0.0,419.4,Front,Back
352,352,,dexter dennis,Dal,G,25.2,4,7.5,33.4,13.5,3,0.333,11,0.818,8,0.125,0.553,0.541,5.5,2.3,1.0,0.0,0.3,0.8,7.8,6.5,8.8,12.4,100.2,113.3,9.558749999999998,dexter dennis, DAL  ,4.5,0.0,0.0,38.8,Front,Back
353,353,,alex fudge,Dal,F,20.9,2,12.9,16.6,10.0,0,0.0,6,0.667,3,0.333,0.611,0.611,5.5,1.5,0.0,1.5,0.0,0.5,7.0,5.5,7.0,0.0,113.6,112.6,9.8005,alex fudge, DAL  ,4.5,0.0,0.0,28.0,Front,Front
354,354,,kris dunn,Uta,G,30.1,66,18.9,13.6,20.1,32,0.688,202,0.525,111,0.369,0.535,0.546,5.4,2.9,3.8,1.0,0.4,1.2,8.3,9.3,12.1,8.3,115.7,111.3,16.18898484848485,kris dunn, LAC  ,7.5,0.005,0.0,1173.8,Front,Back
355,355,,sasha vezenkov,Sac,F,28.7,42,12.2,17.5,5.9,15,0.8,71,0.549,120,0.375,0.558,0.569,5.4,2.3,0.5,0.5,0.2,0.3,7.6,5.8,8.1,6.0,116.2,109.8,9.966142857142858,,,,,,,,Front
356,356,,cam reddish,Lal,F-G,24.6,48,20.5,12.7,11.7,54,0.759,124,0.435,110,0.336,0.468,0.504,5.4,2.1,1.0,1.0,0.3,0.6,7.5,6.4,8.5,4.4,101.9,112.1,11.431375,cam reddish, LAL  ,5.5,0.003,0.0,602.8,Front,Front
357,357,,matisse thybulle,Por,F,27.1,65,22.9,10.6,11.2,29,0.759,86,0.535,231,0.346,0.524,0.537,5.4,2.1,1.4,1.7,0.8,0.6,7.5,6.8,8.9,4.4,110.5,114.0,14.463215384615385,matisse thybulle, POR  ,6.5,0.007,0.0,1098.2,Back,Front
358,358,,dean wade,Cle,F,27.4,54,20.5,10.5,7.9,26,0.769,30,0.567,202,0.391,0.584,0.598,5.4,4.0,0.8,0.7,0.5,0.4,9.4,6.2,10.2,5.0,120.4,106.2,13.388148148148147,dean wade, CLE  ,5.5,0.008,0.0,792.1,Front,Front
359,359,,matt ryan,Nor,F,27.0,28,13.9,15.4,14.3,14,0.929,22,0.364,91,0.451,0.615,0.638,5.4,1.4,0.6,0.2,0.0,0.7,6.9,6.1,7.5,4.8,113.5,110.2,7.71375,matt ryan, NOP  ,4.5,0.037,0.0,229.0,Front,Front
360,360,,ochai agbaji,Uta,G,24.0,51,19.7,12.2,12.0,20,0.75,107,0.551,142,0.331,0.52,0.531,5.4,2.5,0.9,0.5,0.6,0.7,7.8,6.3,8.8,4.7,106.7,118.2,11.220980392156862,ochai agbaji, TOR  ,5.0,0.014,0.0,1047.7,Back,Back
361,361,,keon ellis,Sac,G,24.3,57,17.2,12.4,13.7,35,0.743,64,0.578,168,0.417,0.612,0.627,5.4,2.2,1.5,0.9,0.5,0.6,7.6,6.9,9.1,6.1,121.7,106.1,12.531350877192983,keon ellis, SAC  ,5.5,0.017,0.0,789.3,Back,Back
362,362,,ricky council iv,Phi,G,22.7,32,9.0,22.2,4.3,71,0.746,80,0.525,32,0.375,0.536,0.604,5.4,1.4,0.5,0.3,0.0,0.2,6.8,5.9,7.3,6.9,129.0,112.9,8.2351875,ricky council iv, PHI  ,5.0,0.001,0.0,274.2,Front,Back
363,363,,delon wright,Mia,G,32.0,14,20.4,11.9,4.3,16,0.813,36,0.417,30,0.367,0.477,0.52,5.4,1.9,2.6,1.4,0.2,0.2,7.4,8.1,10.0,5.9,124.1,110.8,14.613000000000001,delon wright, MIL  ,5.5,0.004,0.0,672.7,Back,Back
364,364,,mason plumlee,Lac,F-C,34.1,46,14.7,15.1,19.0,99,0.707,147,0.592,6,0.0,0.569,0.621,5.3,5.1,1.2,0.3,0.4,0.8,10.4,6.5,11.6,8.7,124.1,104.9,13.825239130434783,mason plumlee, PHX  ,5.5,0.007,0.0,664.3,Front,Front
365,365,,luke kornet,Bos,C-F,28.8,63,15.6,11.0,9.4,54,0.907,202,0.698,1,1.0,0.702,0.736,5.3,4.1,1.1,0.4,1.0,0.3,9.4,6.4,10.5,7.4,155.5,106.8,14.37111111111111,luke kornet, BOS  ,5.5,0.021,0.0,978.7,Front,Front
366,366,,davion mitchell,Sac,G,25.6,72,15.3,14.9,11.7,42,0.714,165,0.539,158,0.361,0.54,0.555,5.3,1.3,1.9,0.2,0.0,0.6,6.6,7.1,8.4,6.2,114.3,113.5,9.473500000000001,davion mitchell, TOR  ,5.0,0.01,0.0,711.0,Back,Back
367,367,,stanley umude,Det,G,25.0,24,12.8,15.6,14.2,32,0.906,31,0.419,53,0.453,0.583,0.647,5.3,2.1,0.5,0.3,0.3,0.6,7.4,5.8,7.9,5.5,119.5,108.3,9.161541666666666,stanley umude, MIL  ,5.0,0.0,0.0,235.7,Front,Back
368,368,,gordon hayward,Okc,F,34.1,26,17.2,13.4,12.4,39,0.692,77,0.429,29,0.517,0.524,0.56,5.3,2.5,1.6,0.5,0.0,0.6,7.8,6.9,9.4,6.4,116.7,113.1,11.10896153846154,gordon hayward, OKC  ,8.5,0.0,0.0,1047.2,Front,Front
369,369,,quentin grimes,Det,G,23.9,6,19.2,19.9,14.2,11,0.909,14,0.357,28,0.143,0.262,0.342,5.3,2.0,2.3,0.8,0.7,1.2,7.3,7.7,9.7,6.0,78.4,114.1,12.984499999999999,quentin grimes, DAL  ,5.0,0.015,0.0,676.0,Back,Back
370,370,,bismack biyombo,Mem,C,31.6,30,23.9,10.6,24.2,46,0.478,119,0.563,0,0.0,0.563,0.56,5.2,6.4,1.7,0.3,1.1,1.3,11.6,6.9,13.3,6.4,107.7,105.6,16.9294,bismack biyombo, OKC  ,5.5,0.0,0.0,606.3,Front,Back
371,371,,jarred vanderbilt,Lal,F,25.0,29,20.0,11.7,19.7,36,0.667,87,0.586,27,0.296,0.553,0.578,5.2,4.8,1.2,1.2,0.2,1.0,9.9,6.4,11.2,6.2,113.1,107.9,14.530758620689657,jarred vanderbilt, LAL  ,6.0,0.014,0.0,464.6,Front,Front
372,372,,bol bol,Pho,C-F,24.4,43,10.9,16.5,11.2,19,0.789,99,0.717,52,0.423,0.689,0.7,5.2,3.2,0.4,0.2,0.6,0.4,8.4,5.6,8.8,6.9,129.1,106.5,10.824767441860464,bol bol, PHX  ,5.5,0.018,0.0,498.9,Front,Front
373,373,,jordan nwora,Ind,F,25.6,18,10.1,22.7,12.7,11,0.818,46,0.565,36,0.306,0.518,0.541,5.2,1.8,1.0,0.3,0.1,0.7,7.1,6.2,8.1,8.3,105.7,111.7,8.983666666666666,jordan nwora, TOR  ,5.5,0.001,0.0,699.8,Front,Front
374,374,,brandon boston jr.,Lac,G,22.4,32,10.8,25.3,13.0,33,0.697,109,0.468,52,0.269,0.447,0.476,5.2,1.6,0.4,0.3,0.3,0.8,6.8,5.6,7.3,5.5,93.3,107.6,8.13840625,brandon boston jr., SAS  ,4.5,0.008,0.0,281.9,Front,Back
375,375,,drew eubanks,Pho,F-C,27.2,75,15.6,13.2,19.4,93,0.774,250,0.596,3,1.0,0.607,0.645,5.1,4.3,0.8,0.4,0.8,0.8,9.3,5.9,10.2,6.7,122.4,106.5,13.013093333333332,drew eubanks, UTA  ,5.5,0.006,0.0,1062.9,Front,Front
376,376,,malachi flynn,Tor,G,25.9,31,15.3,16.2,19.4,22,0.773,57,0.491,80,0.35,0.511,0.535,5.1,2.1,2.4,0.6,0.2,1.1,7.2,7.4,9.5,7.7,105.4,113.1,11.683870967741935,malachi flynn, SAS  ,5.5,0.004,0.0,789.8,Front,Back
377,377,,bryce mcgowens,Cha,G,21.4,59,14.9,14.9,11.5,85,0.776,128,0.523,102,0.333,0.513,0.565,5.1,1.7,0.9,0.4,0.2,0.5,6.8,6.0,7.7,5.3,111.4,115.8,9.20433898305085,bryce mcgowens, POR  ,5.0,0.001,0.0,563.9,Front,Back
378,378,,monte morris,Min,G,28.8,27,15.1,14.4,4.0,17,0.706,61,0.41,59,0.424,0.521,0.537,5.1,1.7,2.3,0.7,0.3,0.2,6.7,7.3,9.0,7.2,124.8,110.1,12.366666666666665,monte morris, PHX  ,5.5,0.004,0.0,412.9,Front,Back
379,379,,thaddeus young,Tor,F,35.8,23,15.2,12.6,11.2,12,0.417,81,0.654,6,0.167,0.626,0.618,5.0,3.3,2.2,0.8,0.1,0.5,8.2,7.1,10.4,8.7,131.5,109.5,13.514695652173913,thaddeus young, PHX  ,5.0,0.002,0.0,415.1,Front,Front
380,380,,jevon carter,Chi,G,28.6,72,13.9,17.7,9.0,7,0.571,131,0.466,234,0.329,0.484,0.485,5.0,0.8,1.3,0.5,0.2,0.5,5.8,6.3,7.1,5.0,101.3,114.6,8.768986111111111,jevon carter, CHI  ,5.0,0.005,0.0,693.0,Back,Back
381,381,,devonte' graham,San,G,29.1,23,13.6,17.8,13.6,16,0.813,25,0.52,83,0.301,0.468,0.495,5.0,1.6,2.1,0.4,0.1,0.7,6.5,7.1,8.7,7.5,103.7,116.8,10.324652173913044,devonte' graham, POR  ,5.0,0.01,0.0,246.7,Front,Back
382,382,,chimezie metu,Pho,F-C,27.1,37,12.1,17.0,17.2,43,0.884,79,0.646,51,0.294,0.565,0.621,5.0,3.0,0.5,0.5,0.2,0.7,8.0,5.5,8.5,6.5,114.6,106.6,10.051675675675677,chimezie metu, DET  ,5.5,0.0,0.0,758.8,Front,Front
383,383,,goga bitadze,Orl,C-F,24.7,62,15.4,13.3,17.4,87,0.655,195,0.636,14,0.143,0.608,0.629,5.0,4.6,1.3,0.5,1.2,0.7,9.6,6.3,10.9,8.1,127.0,101.2,15.186629032258066,goga bitadze, ORL  ,5.0,0.028,0.0,1037.7,Front,Front
384,384,,kenyon martin jr.,Lac,F,23.3,2,15.7,18.0,16.4,2,0.5,5,0.6,5,0.2,0.45,0.46,5.0,1.5,0.5,1.0,0.5,1.0,6.5,5.5,7.0,4.0,86.1,108.9,9.55,kenyon martin jr., PHI  ,5.0,0.006,0.0,527.7,Front,Front
385,385,,isaiah livers,Det,F,25.7,23,20.4,12.7,12.1,18,0.667,39,0.462,77,0.286,0.44,0.46,5.0,2.1,1.1,0.6,0.2,0.7,7.0,6.0,8.1,4.4,96.1,114.3,10.031217391304349,isaiah livers, WAS  ,5.0,0.0,0.0,247.1,Front,Front
386,386,,jalen wilson,Bro,F,23.4,43,15.4,14.3,9.6,46,0.826,105,0.495,74,0.324,0.492,0.537,5.0,3.0,1.0,0.3,0.1,0.4,8.0,6.0,9.1,6.4,117.2,113.0,10.47381395348837,jalen wilson, BKN  ,5.0,0.005,0.0,464.7,Front,Front
387,387,,jordan goodwin,Pho,G,25.5,40,14.0,18.2,13.0,29,0.862,113,0.46,80,0.288,0.448,0.481,5.0,2.9,2.0,0.6,0.2,0.7,7.9,6.9,9.8,8.8,108.8,109.4,12.33195,jordan goodwin, LAL  ,7.5,0.002,0.0,1046.1,Back,Back
388,388,,d.j. wilson,Phi,F,28.2,2,7.8,16.7,0.0,0,0.0,4,0.5,2,1.0,0.833,0.833,5.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,7.0,8.8,172.3,115.0,9.7,d.j. wilson, PHI  ,4.5,0.0,0.0,21.4,Front,Front
389,389,,kobi simmons,Tor,G,26.8,4,16.9,13.9,4.5,0,0.0,13,0.538,8,0.25,0.476,0.476,5.0,1.8,3.0,1.5,0.5,0.3,6.8,8.0,9.8,7.1,115.6,112.3,15.357,kobi simmons, TOR  ,4.5,0.001,0.0,69.4,Front,Back
390,390,,jock landale,Hou,C,28.5,56,13.6,14.8,13.1,65,0.8,166,0.578,40,0.25,0.539,0.584,4.9,3.1,1.2,0.4,0.6,0.6,8.0,6.1,9.1,7.7,124.7,107.9,11.811000000000002,jock landale, HOU  ,5.0,0.009,0.0,705.9,Front,Back
391,391,,garrison mathews,Atl,G,27.5,66,15.0,11.1,7.7,42,0.81,33,0.545,193,0.44,0.644,0.665,4.9,1.4,0.6,0.3,0.1,0.3,6.3,5.5,6.9,4.3,130.5,112.6,8.000454545454543,garrison mathews, ATL  ,5.0,0.005,0.0,555.9,Front,Back
392,392,,jared rhoden,Det,G,24.6,17,14.4,13.3,9.6,8,0.625,35,0.6,31,0.387,0.591,0.597,4.9,1.9,0.8,0.2,0.8,0.4,6.8,5.7,7.6,5.4,114.8,111.3,9.961823529411765,jared rhoden, TOR  ,5.0,0.001,0.0,184.6,Back,Back
393,393,,eugene omoruyi,Was,F,27.2,43,9.1,22.4,11.2,49,0.653,121,0.562,46,0.283,0.524,0.549,4.8,2.0,0.8,0.6,0.1,0.5,6.8,5.6,7.6,8.7,111.0,105.3,9.315232558139535,eugene omoruyi, MIN  ,5.0,0.001,0.0,436.5,Front,Front
394,394,,kobe bufkin,Atl,G,20.6,17,11.5,22.4,9.8,8,0.5,52,0.481,40,0.225,0.418,0.424,4.8,1.9,1.6,0.4,0.3,0.6,6.7,6.4,8.3,8.5,95.1,111.4,10.246117647058824,kobe bufkin, ATL  ,5.5,0.002,0.0,187.1,Back,Back
395,395,,dejon jarreau,Mem,G,26.2,9,16.6,18.3,15.2,11,0.455,37,0.351,13,0.308,0.38,0.392,4.8,4.9,2.9,0.7,0.2,1.0,9.7,7.7,12.6,9.8,93.2,104.8,15.806777777777775,dejon jarreau, MEM  ,5.0,0.0,0.0,149.8,Back,Back
396,396,,shake milton,Min,G-F,27.5,38,12.9,18.7,14.9,44,0.818,107,0.467,53,0.264,0.444,0.496,4.7,1.3,1.3,0.4,0.1,0.7,6.0,6.0,7.3,6.2,100.1,104.6,8.491736842105265,shake milton, BKN  ,5.0,0.007,0.0,440.0,Front,Back
397,397,,kenrich williams,Okc,G-F,29.4,69,14.9,13.4,10.2,14,0.5,139,0.54,141,0.397,0.568,0.568,4.7,3.0,1.3,0.6,0.1,0.5,7.7,6.1,9.1,7.1,119.9,105.8,11.160884057971014,kenrich williams, OKC  ,5.5,0.0,0.0,824.3,Front,Back
398,398,,jacob gilyard,Mem,G,25.8,37,17.7,11.4,16.7,2,1.0,24,0.375,120,0.425,0.594,0.597,4.7,1.2,3.5,0.7,0.1,0.8,5.8,8.2,9.4,6.1,124.8,115.0,12.165675675675676,jacob gilyard, CLE  ,5.0,0.002,0.0,517.7,Front,Back
399,399,,dylan windler,Atl,G-F,27.6,6,12.2,11.9,9.5,0,0.0,2,1.0,17,0.471,0.737,0.737,4.7,2.0,0.5,0.3,0.0,0.3,6.7,5.2,7.2,5.5,136.1,119.0,8.120166666666666,dylan windler, ATL  ,4.5,0.006,0.0,81.2,Front,Back
400,400,,josh okogie,Pho,F,25.6,60,16.0,13.0,14.9,102,0.745,112,0.509,94,0.309,0.488,0.552,4.6,2.6,1.1,0.8,0.4,0.6,7.2,5.7,8.3,5.9,118.7,111.1,11.189066666666667,josh okogie, PHX  ,5.5,0.011,0.0,737.8,Back,Front
401,401,,omer yurtseven,Uta,C,25.8,48,11.4,17.9,16.7,28,0.679,160,0.588,24,0.208,0.552,0.565,4.6,4.3,0.6,0.2,0.4,0.8,9.0,5.2,9.6,8.0,110.1,111.2,11.088083333333334,omer yurtseven, UTA  ,5.0,0.0,0.0,556.1,Front,Back
402,402,,anthony black,Orl,G,20.2,69,16.9,12.7,18.5,80,0.613,153,0.51,94,0.394,0.54,0.56,4.6,2.0,1.3,0.5,0.3,0.8,6.6,5.9,7.9,5.4,107.7,105.9,9.732724637681157,anthony black, ORL  ,5.0,0.024,0.0,734.3,Back,Back
403,403,,robert covington,Phi,F,33.3,26,16.1,11.4,11.0,24,0.875,41,0.561,48,0.354,0.545,0.593,4.5,3.4,0.7,1.3,0.6,0.4,8.0,5.2,8.6,5.5,124.0,102.3,13.067615384615383,robert covington, PHI  ,5.0,0.0,0.0,439.4,Front,Front
404,404,,kevon looney,Gol,C,28.2,74,16.1,11.3,17.6,83,0.675,232,0.599,1,0.0,0.597,0.62,4.5,5.7,1.8,0.4,0.4,0.7,10.2,6.3,12.0,8.9,131.5,102.3,14.952986486486488,kevon looney, GSW  ,5.5,0.084,0.0,1157.3,Front,Back
405,405,,keita bates-diop,Pho,F,28.2,39,15.3,13.0,8.0,36,0.722,86,0.512,64,0.313,0.493,0.525,4.5,2.6,0.9,0.6,0.5,0.3,7.1,5.3,7.9,5.7,115.2,112.5,10.835435897435897,keita bates-diop, MIN  ,5.0,0.001,0.0,512.0,Front,Front
406,406,,julian strawther,Den,G,22.0,50,10.9,20.7,9.4,31,0.71,84,0.488,138,0.297,0.462,0.482,4.5,1.2,0.9,0.3,0.1,0.5,5.8,5.5,6.7,6.2,99.0,107.5,7.629039999999998,julian strawther, DEN  ,5.0,0.006,0.0,419.7,Front,Back
407,407,,aj green,Mil,G,24.5,56,11.0,15.2,5.8,19,0.895,27,0.519,169,0.408,0.599,0.617,4.5,1.1,0.5,0.2,0.1,0.2,5.6,5.0,6.2,4.9,121.6,112.6,6.967982142857143,,,,,,,,Back
408,408,,taze moore,Por,G,25.8,4,10.1,24.2,13.5,2,0.5,12,0.583,7,0.143,0.447,0.453,4.5,2.0,1.3,0.5,0.0,0.8,6.5,5.8,7.8,9.0,97.2,110.7,9.048749999999998,taze moore, POR  ,4.5,0.0,0.0,38.1,Front,Back
409,409,,monte morris,Det,G,28.8,6,11.4,22.4,5.7,2,0.5,22,0.455,11,0.182,0.394,0.398,4.5,2.0,1.3,0.2,0.2,0.3,6.5,5.8,7.8,8.0,91.3,121.7,9.354333333333333,monte morris, PHX  ,5.5,0.004,0.0,412.9,Front,Back
410,410,,taj gibson,Det,F,38.8,4,9.8,15.3,0.0,0,0.0,10,0.6,4,0.5,0.643,0.643,4.5,2.3,0.5,0.3,0.3,0.0,6.8,5.0,7.3,7.1,135.4,113.2,9.209999999999999,taj gibson, CHA  ,4.5,0.01,0.0,119.9,Front,Front
411,411,,joe ingles,Orl,F-G,36.5,68,17.2,11.6,22.8,34,0.824,66,0.439,161,0.435,0.59,0.612,4.4,2.1,3.0,0.6,0.1,1.0,6.4,7.3,9.4,7.0,119.1,107.3,11.77395588235294,joe ingles, MIN  ,5.5,0.007,0.0,844.9,Front,Front
412,412,,maxi kleber,Dal,C,32.2,43,20.3,9.6,16.1,47,0.702,54,0.574,92,0.348,0.541,0.573,4.4,3.3,1.6,0.4,0.7,0.7,7.8,6.0,9.3,5.6,118.1,109.9,12.3026511627907,maxi kleber, DAL  ,5.5,0.01,0.0,577.6,Front,Back
413,413,,mo bamba,Phi,C,25.9,57,13.0,15.1,16.4,50,0.68,134,0.537,64,0.391,0.553,0.575,4.4,4.2,0.7,0.4,1.1,0.7,8.6,5.2,9.3,7.2,114.9,100.6,12.828385964912282,mo bamba, LAC  ,5.5,0.007,0.0,807.1,Front,Back
414,414,,marjon beauchamp,Mil,F,23.5,48,12.7,14.6,14.0,28,0.679,91,0.56,75,0.4,0.578,0.592,4.4,2.1,0.6,0.3,0.1,0.6,6.5,5.0,7.1,5.6,111.1,110.2,8.014416666666666,marjon beauchamp, MIL  ,5.0,0.006,0.0,409.3,Front,Front
415,415,,blake wesley,San,G,21.1,61,14.4,14.7,20.3,78,0.667,160,0.563,55,0.218,0.502,0.537,4.4,1.5,2.7,0.5,0.1,0.9,5.9,7.1,8.7,7.3,110.2,110.8,10.546,blake wesley, SAS  ,5.5,0.002,0.0,688.8,Back,Back
416,416,,patrick baldwin,Was,F,21.4,38,13.0,15.9,10.9,29,0.69,58,0.483,97,0.32,0.481,0.504,4.4,3.2,0.8,0.5,0.4,0.5,7.7,5.2,8.4,6.9,100.5,109.2,10.791526315789472,,,,,,,,Front
417,417,,dominick barlow,San,F,20.9,33,12.7,14.1,7.4,42,0.69,104,0.51,9,0.333,0.509,0.548,4.4,3.4,1.1,0.4,0.4,0.3,7.8,5.5,8.9,8.0,124.3,107.9,11.39518181818182,dominick barlow, ATL  ,5.0,0.001,0.0,402.6,Front,Front
418,418,,lester quinones,Gol,G,23.4,37,10.7,18.2,10.7,29,0.69,53,0.453,88,0.364,0.511,0.533,4.4,1.9,1.0,0.2,0.1,0.5,6.4,5.4,7.4,7.6,112.3,108.0,8.315783783783782,lester quinones, PHI  ,5.0,0.003,0.0,311.4,Front,Back
419,419,,ben sheppard,Ind,G,22.7,57,14.3,13.1,6.1,26,0.885,73,0.562,156,0.314,0.5,0.524,4.4,1.6,0.9,0.6,0.0,0.3,6.0,5.4,6.9,5.2,111.5,112.2,8.591298245614034,ben sheppard, IND  ,5.0,0.013,0.0,528.3,Front,Back
420,420,,jontay porter,Tor,C-F,24.4,26,13.8,15.8,16.8,18,0.833,44,0.455,60,0.333,0.481,0.514,4.4,3.2,2.3,0.8,0.8,0.8,7.6,6.7,9.9,9.2,112.1,109.7,14.11207692307692,jontay porter, TOR  ,6.0,0.001,0.0,402.4,Front,Front
421,421,,seth curry,Dal,G,33.6,36,12.7,15.9,9.9,19,0.895,65,0.385,80,0.363,0.472,0.502,4.3,1.4,0.8,0.5,0.1,0.4,5.7,5.1,6.6,5.3,104.7,112.6,7.962638888888888,seth curry, CHA  ,5.0,0.024,0.0,436.6,Front,Back
422,422,,jaxson hayes,Lal,C-F,23.9,70,12.5,12.5,19.7,82,0.622,167,0.754,8,0.0,0.72,0.718,4.3,3.0,0.5,0.5,0.4,0.6,7.3,4.8,7.8,6.0,128.1,102.4,9.876285714285716,jaxson hayes, LAL  ,5.5,0.01,0.0,751.7,Front,Front
423,423,,john konchar,Mem,G,28.1,55,21.3,9.7,18.1,25,0.84,88,0.568,120,0.317,0.514,0.537,4.3,4.7,2.0,0.9,0.9,0.8,8.9,6.3,10.9,6.4,112.9,110.3,15.714327272727271,john konchar, MEM  ,7.5,0.001,0.0,968.4,Back,Back
424,424,,dru smith,Mia,G,26.3,9,14.5,13.3,13.0,2,1.0,16,0.5,17,0.412,0.561,0.576,4.3,1.6,1.6,1.0,0.3,0.6,5.9,5.9,7.4,6.1,118.0,104.6,10.654666666666667,dru smith, MIA  ,5.5,0.001,0.0,107.8,Back,Back
425,425,,caleb houstan,Orl,G,21.3,59,13.8,12.5,7.2,26,0.808,13,0.615,193,0.373,0.563,0.582,4.3,1.4,0.5,0.3,0.1,0.3,5.7,4.8,6.2,4.2,119.2,109.4,7.217542372881356,caleb houstan, ORL  ,5.0,0.001,0.0,438.3,Front,Back
426,426,,jeff dowtin jr.,Phi,G,26.9,12,11.8,13.0,12.1,4,0.75,17,0.647,19,0.474,0.681,0.689,4.3,1.7,2.3,0.6,0.1,0.4,6.0,6.6,8.3,8.7,141.0,117.1,10.824666666666666,,,,,,,,Back
427,427,,danuel house jr.,Phi,F-G,30.9,34,15.0,12.2,15.3,46,0.761,55,0.582,50,0.3,0.519,0.575,4.2,1.7,0.8,0.4,0.1,0.6,5.9,5.1,6.8,4.8,113.7,110.3,7.876058823529412,danuel house jr., PHI  ,5.0,0.0,0.0,296.6,Front,Front
428,428,,troy brown jr.,Min,G-F,24.7,37,11.1,15.7,13.2,22,0.864,34,0.618,84,0.369,0.572,0.603,4.2,1.9,0.9,0.2,0.1,0.5,6.1,5.1,7.1,7.0,117.8,106.8,7.892702702702701,troy brown jr., DET  ,5.0,0.0,0.0,560.8,Front,Back
429,429,,armoni brooks,Bro,G,25.9,10,10.4,20.4,4.1,2,0.5,14,0.286,32,0.344,0.446,0.448,4.2,1.8,0.5,0.1,0.1,0.2,6.0,4.7,6.5,6.0,100.5,119.1,7.3132,armoni brooks, BKN  ,4.5,0.0,0.0,75.1,Front,Back
430,430,,theo maledon,Cha,G,22.8,13,15.4,19.1,18.4,12,0.917,36,0.389,30,0.167,0.326,0.379,4.2,1.8,2.2,0.5,0.0,1.2,5.9,6.3,8.1,6.6,82.5,114.4,9.417076923076925,theo maledon, PHX  ,4.5,0.0,0.0,132.8,Back,Back
431,431,,max christie,Lal,G,21.2,67,14.1,13.5,12.7,46,0.783,123,0.496,118,0.356,0.515,0.544,4.2,2.1,0.9,0.3,0.3,0.5,6.4,5.1,7.3,5.7,105.0,112.5,8.809671641791043,max christie, LAL  ,5.0,0.028,0.0,620.4,Front,Back
432,432,,ashton hagans,Por,G-F,24.8,19,16.6,14.6,29.6,17,0.824,46,0.457,25,0.32,0.465,0.51,4.2,2.4,2.8,0.6,0.5,1.6,6.6,7.1,9.4,7.3,98.7,108.4,11.893263157894735,ashton hagans, POR  ,5.0,0.001,0.0,245.0,Front,Back
433,433,,troy brown jr.,Det,G-F,24.7,22,18.9,13.0,10.0,15,0.867,51,0.314,57,0.281,0.37,0.406,4.2,3.3,1.1,0.7,0.0,0.5,7.5,5.4,8.6,5.2,90.7,117.6,10.741090909090909,troy brown jr., DET  ,5.0,0.0,0.0,560.8,Front,Back
434,434,,doug mcdermott,Ind,F,32.3,18,11.4,15.2,5.5,2,0.5,13,0.769,56,0.321,0.536,0.537,4.2,0.6,0.7,0.3,0.0,0.2,4.8,4.9,5.5,4.2,109.5,117.7,6.332333333333332,doug mcdermott, IND  ,5.0,0.002,0.0,552.8,Front,Front
435,435,,delon wright,Was,G,32.0,33,13.8,13.5,8.2,29,0.828,84,0.405,38,0.368,0.451,0.497,4.1,1.8,2.5,1.1,0.2,0.3,5.8,6.5,8.3,7.7,118.0,117.4,12.270727272727273,delon wright, MIL  ,5.5,0.004,0.0,672.7,Back,Back
436,436,,luka samanic,Uta,F,24.3,43,9.4,21.8,15.0,56,0.786,94,0.5,64,0.203,0.421,0.485,4.1,2.4,0.4,0.1,0.2,0.7,6.5,4.6,6.9,6.7,97.1,114.6,7.496093023255814,luka samanic, UTA  ,4.5,0.0,0.0,335.9,Front,Front
437,437,,jae'sean tate,Hou,F,28.5,65,15.9,11.7,13.9,39,0.667,152,0.559,77,0.299,0.522,0.538,4.1,3.0,1.0,0.6,0.2,0.6,7.1,5.1,8.1,5.8,111.4,102.5,10.1772,jae'sean tate, HOU  ,5.5,0.002,0.0,725.4,Front,Front
438,438,,sandro mamukelashvili,San,F-C,24.9,46,9.8,17.5,10.4,34,0.735,90,0.6,64,0.297,0.536,0.562,4.1,3.2,1.1,0.2,0.3,0.4,7.3,5.2,8.4,9.9,119.1,110.7,10.220739130434783,sandro mamukelashvili, SAS  ,5.0,0.002,0.0,478.9,Front,Front
439,439,,ryan rollins,Was,G,21.8,10,6.6,25.2,21.6,17,0.765,22,0.5,3,0.667,0.56,0.631,4.1,1.1,1.1,0.8,0.3,0.7,5.2,5.2,6.3,10.3,115.2,107.6,8.5708,ryan rollins, MIL  ,4.5,0.001,0.0,111.6,Back,Back
440,440,,marques bolden,Cha,C,26.0,9,13.1,11.1,10.6,4,0.75,24,0.708,1,0.0,0.68,0.691,4.1,3.6,0.4,0.3,0.8,0.3,7.7,4.6,8.1,5.5,135.1,113.8,10.92933333333333,marques bolden, CHA  ,4.5,0.0,0.0,110.8,Front,Back
