,index,RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Puntos Fantasy,Player,Team,Precio,Uso,Form,TP,PosFantasy,PosAgg
0,0,,joel embiid,Phi,C,30.1,39,33.6,39.6,15.0,452,0.883,712,0.556,139,0.388,0.561,0.644,34.7,11.0,5.6,1.2,1.7,3.8,45.7,40.3,51.3,15.3,124.0,104.8,58.283487179487175,joel embiid, PHI  ,18.0,0.051,0.0,2383.5,Front,Back
1,1,,luka doncic,Dal,G,25.1,70,37.5,36.0,14.6,608,0.786,908,0.573,744,0.382,0.573,0.617,33.9,9.2,9.8,1.4,0.5,4.0,43.1,43.7,52.9,15.5,121.9,109.9,59.41257142857143,luka doncic, DAL  ,19.0,0.233,0.0,4303.2,Back,Back
2,2,,giannis antetokounmpo,Mil,F,29.4,73,35.2,33.0,15.4,782,0.657,1246,0.644,124,0.274,0.623,0.648,30.4,11.5,6.5,1.2,1.1,3.4,42.0,37.0,48.5,14.9,125.6,106.9,55.16849315068493,giannis antetokounmpo, MIL  ,17.5,0.145,0.0,4194.4,Front,Front
3,3,,shai gilgeous-alexander,Okc,G,25.8,75,34.0,32.9,9.8,649,0.874,1218,0.576,269,0.353,0.567,0.636,30.1,5.5,6.2,2.0,0.9,2.2,35.6,36.3,41.8,11.9,128.6,107.7,49.56977333333333,shai gilgeous-alexander, OKC  ,17.0,0.138,0.0,3940.0,Back,Back
4,4,,jalen brunson,Nyk,G,27.6,77,35.4,32.5,10.1,497,0.847,1122,0.516,526,0.401,0.543,0.592,28.7,3.6,6.7,0.9,0.2,2.4,32.3,35.5,39.1,10.0,124.2,112.6,42.89261038961038,jalen brunson, NYK  ,15.5,0.102,0.0,3388.1,Back,Back
5,5,,kevin durant,Pho,F,35.5,75,37.2,29.0,14.5,423,0.856,1029,0.567,407,0.413,0.581,0.626,27.1,6.6,5.0,0.9,1.2,3.3,33.7,32.1,38.7,10.4,117.8,112.8,43.429959999999994,kevin durant, PHX  ,16.0,0.051,0.0,3429.0,Front,Front
6,6,,devin booker,Pho,G,27.5,68,36.0,29.8,12.0,457,0.886,887,0.552,418,0.364,0.55,0.611,27.1,4.5,6.9,0.9,0.4,2.6,31.6,34.0,38.5,10.5,123.9,110.6,42.81773529411764,devin booker, PHX  ,15.0,0.022,0.0,3007.6,Back,Back
7,7,,jayson tatum,Bos,F,26.1,74,35.7,30.2,11.6,497,0.833,817,0.542,609,0.376,0.552,0.604,26.9,8.1,4.9,1.0,0.6,2.5,35.0,31.8,39.9,11.5,120.6,107.6,44.61568918918919,jayson tatum, BOS  ,16.5,0.084,0.0,3420.2,Front,Front
8,8,,de'aaron fox,Sac,G,26.3,74,35.9,31.0,11.1,423,0.738,969,0.522,580,0.369,0.534,0.567,26.6,4.6,5.6,2.0,0.4,2.6,31.2,32.2,36.8,9.8,113.5,110.3,42.68581081081081,de'aaron fox, SAC  ,15.5,0.007,0.0,3350.0,Front,Back
9,9,,donovan mitchell,Cle,G,27.6,55,35.3,31.3,12.4,317,0.868,595,0.539,494,0.368,0.545,0.595,26.6,5.1,6.1,1.8,0.5,2.8,31.7,32.7,37.7,10.6,116.9,109.1,43.650763636363635,donovan mitchell, CLE  ,16.0,0.008,0.0,2537.5,Back,Back
10,10,,stephen curry,Gol,G,36.1,74,32.7,31.3,12.7,324,0.923,569,0.515,876,0.408,0.573,0.616,26.4,4.5,5.1,0.7,0.4,2.8,30.9,31.6,36.0,10.4,118.9,114.9,38.90062162162162,stephen curry, GSW  ,16.0,0.102,0.0,2956.5,Back,Back
11,11,,nikola jokic,Den,C,29.2,79,34.6,29.3,14.4,438,0.817,1180,0.626,231,0.359,0.612,0.65,26.4,12.4,9.0,1.4,0.9,3.0,38.8,35.4,47.7,16.6,130.7,104.8,56.35965822784809,nikola jokic, DEN  ,20.5,0.196,0.0,4610.4,Front,Back
12,12,,anthony edwards,Min,G,22.7,79,35.1,32.3,13.4,506,0.836,1026,0.515,532,0.357,0.522,0.575,25.9,5.4,5.1,1.3,0.5,3.1,31.4,31.1,36.5,10.2,112.1,107.3,40.57389873417721,anthony edwards, MIN  ,16.0,0.137,0.0,3360.5,Back,Back
13,13,,tyrese maxey,Phi,G,23.4,70,37.5,28.0,7.6,378,0.868,850,0.501,569,0.373,0.524,0.573,25.9,3.7,6.2,1.0,0.5,1.7,29.6,32.1,35.8,9.0,120.9,113.9,40.99021428571429,tyrese maxey, PHI  ,15.0,0.028,0.0,2965.1,Back,Back
14,14,,lebron james,Lal,F,39.3,71,35.3,29.1,16.1,404,0.75,906,0.592,363,0.41,0.599,0.63,25.7,7.3,8.3,1.3,0.5,3.4,33.0,34.0,41.3,13.1,119.7,113.4,47.074704225352114,lebron james, LAL  ,16.5,0.071,0.0,3464.1,Front,Front
15,15,,trae young,Atl,G,25.6,54,36.0,30.5,18.9,407,0.855,539,0.479,469,0.373,0.516,0.585,25.7,2.8,10.8,1.3,0.2,4.4,28.5,36.5,39.3,10.2,117.4,118.3,43.885148148148154,trae young, ATL  ,16.0,0.013,0.0,2456.3,Back,Back
16,16,,kyrie irving,Dal,G,32.1,58,35.0,28.1,8.6,210,0.905,710,0.548,421,0.411,0.573,0.608,25.6,5.0,5.2,1.3,0.5,1.8,30.6,30.8,35.8,10.0,122.0,113.1,41.2431551724138,kyrie irving, DAL  ,15.5,0.007,0.0,2483.5,Back,Back
17,17,,ja morant,Mem,G,24.7,9,35.3,30.4,13.7,64,0.813,119,0.555,51,0.275,0.512,0.57,25.1,5.6,8.1,0.8,0.6,3.0,30.7,33.2,38.8,11.8,116.1,112.9,43.803000000000004,ja morant, MEM  ,15.0,0.086,0.0,404.5,Front,Back
18,18,,anthony davis,Lal,C,31.1,76,35.5,26.7,11.0,516,0.816,1176,0.582,107,0.271,0.567,0.621,24.7,12.6,3.5,1.2,2.3,2.1,37.3,28.2,40.8,11.6,124.0,107.6,49.96619736842105,anthony davis, LAL  ,17.0,0.055,0.0,4076.2,Front,Back
19,19,,damian lillard,Mil,G,33.8,73,35.3,28.4,13.1,514,0.92,655,0.49,622,0.354,0.51,0.59,24.3,4.4,7.0,1.0,0.2,2.6,28.7,31.3,35.7,10.3,120.0,114.3,39.8997808219178,damian lillard, MIL  ,15.0,0.016,0.0,2998.0,Back,Back
20,20,,demar derozan,Chi,F,34.7,79,37.8,25.8,9.1,612,0.853,1130,0.509,225,0.333,0.507,0.584,24.0,4.3,5.3,1.1,0.6,1.7,28.3,29.3,33.6,8.7,122.6,115.5,38.824569620253165,demar derozan, SAC  ,14.5,0.01,0.0,3206.5,Front,Front
21,21,,julius randle,Nyk,F,29.4,46,35.4,29.9,16.0,302,0.781,592,0.539,244,0.311,0.518,0.569,24.0,9.2,5.0,0.5,0.3,3.5,33.2,28.9,38.1,11.7,112.8,107.2,40.58978260869565,julius randle, MIN  ,15.0,0.002,0.0,1905.1,Front,Front
22,22,,lamelo ball,Cha,G,22.6,22,32.3,34.3,16.4,104,0.865,226,0.5,197,0.355,0.515,0.561,23.9,5.1,8.0,1.8,0.2,3.8,29.0,31.9,37.0,12.3,110.4,110.0,42.2184090909091,lamelo ball, CHA  ,15.0,0.013,0.0,974.6,Back,Back
23,23,,kawhi leonard,Lac,F,32.8,68,34.3,26.5,9.3,286,0.885,826,0.569,336,0.417,0.585,0.626,23.7,6.1,3.6,1.6,0.9,1.8,29.8,27.3,33.4,9.4,124.4,113.5,39.6469705882353,kawhi leonard, LAC  ,15.0,0.005,0.0,2869.2,Front,Front
24,24,,desmond bane,Mem,G,25.8,42,34.4,28.5,12.6,161,0.87,416,0.536,360,0.381,0.552,0.589,23.7,4.4,5.5,1.0,0.5,2.7,28.1,29.2,33.6,9.7,114.3,110.8,37.58004761904762,desmond bane, MEM  ,14.5,0.001,0.0,1647.0,Back,Back
25,25,,terry rozier,Cha,G,30.1,30,35.5,27.8,10.6,129,0.845,317,0.533,232,0.358,0.535,0.574,23.2,3.9,6.6,1.1,0.4,2.2,27.1,29.8,33.7,9.5,116.2,119.5,38.58316666666666,terry rozier, MIA  ,13.0,0.002,0.0,2160.4,Front,Back
26,26,,lauri markkanen,Uta,F,26.9,55,33.1,25.0,8.0,277,0.899,451,0.559,439,0.399,0.578,0.631,23.2,8.2,2.0,0.9,0.5,1.4,31.4,25.2,33.4,8.8,127.5,116.9,37.489527272727265,lauri markkanen, UTA  ,14.5,0.013,0.0,2134.0,Front,Front
27,27,,jaylen brown,Bos,F,27.5,70,33.5,28.9,11.7,300,0.703,846,0.57,410,0.354,0.557,0.58,23.0,5.5,3.6,1.2,0.5,2.4,28.5,26.6,32.1,9.2,113.4,106.7,36.01085714285714,jaylen brown, BOS  ,14.0,0.069,0.0,2641.9,Back,Front
28,28,,zion williamson,Nor,F,23.8,70,31.5,29.7,15.0,494,0.702,1076,0.574,18,0.333,0.573,0.61,22.9,5.8,5.0,1.1,0.7,2.8,28.7,27.9,33.7,11.1,118.8,108.8,38.1174,zion williamson, NOP  ,14.5,0.025,0.0,2795.2,Front,Front
29,29,,cade cunningham,Det,G,22.6,62,33.5,30.8,15.4,274,0.869,832,0.487,335,0.355,0.5,0.546,22.7,4.3,7.5,0.9,0.4,3.4,27.0,30.1,34.5,10.8,108.3,115.2,38.2753064516129,cade cunningham, DET  ,14.5,0.012,0.0,2447.6,Back,Back
30,30,,paul george,Lac,G,34.0,74,33.8,26.6,11.0,291,0.907,648,0.523,588,0.413,0.569,0.613,22.6,5.2,3.5,1.5,0.5,2.1,27.8,26.1,31.4,8.8,118.7,109.4,35.96131081081081,paul george, PHI  ,14.0,0.021,0.0,2826.6,Front,Back
31,31,,anfernee simons,Por,G,24.9,46,34.4,28.0,13.1,178,0.916,432,0.472,405,0.385,0.523,0.568,22.6,3.6,5.5,0.5,0.1,2.7,26.2,28.1,31.8,8.9,113.4,117.3,33.64893478260869,anfernee simons, POR  ,13.0,0.003,0.0,1579.9,Front,Back
32,32,,paolo banchero,Orl,F,21.4,80,35.0,29.7,14.9,559,0.725,1056,0.493,351,0.339,0.497,0.546,22.6,6.9,5.4,0.9,0.6,3.1,29.5,27.9,34.9,10.8,108.9,108.6,38.823225,paolo banchero, ORL  ,14.5,0.079,0.0,3222.3,Front,Front
33,33,,dejounte murray,Atl,G,27.6,78,35.7,26.6,12.1,262,0.794,909,0.518,554,0.363,0.528,0.555,22.5,5.3,6.4,1.4,0.3,2.6,27.8,28.9,34.2,10.2,113.8,117.2,39.23510256410256,dejounte murray, NOP  ,15.0,0.006,0.0,3209.2,Back,Back
34,34,,jaren jackson jr.,Mem,F,24.6,66,32.2,30.4,12.1,417,0.808,795,0.502,366,0.32,0.495,0.553,22.5,5.5,2.3,1.2,1.6,2.4,28.0,24.8,30.4,8.2,106.8,106.3,35.77236363636364,jaren jackson jr., MEM  ,14.0,0.004,0.0,2553.0,Front,Front
35,35,,cam thomas,Bro,G,22.5,66,31.4,30.5,9.4,334,0.856,794,0.481,396,0.364,0.503,0.554,22.5,3.2,2.9,0.7,0.2,1.9,25.7,25.4,28.6,7.6,110.3,114.5,30.547030303030297,cam thomas, BKN  ,12.0,0.045,0.0,2085.8,Front,Back
36,36,,pascal siakam,Tor,F,30.0,39,34.7,25.3,11.8,223,0.758,478,0.584,145,0.317,0.559,0.6,22.2,6.3,4.8,0.8,0.3,2.1,28.5,27.0,33.3,10.1,118.5,115.6,37.04546153846153,pascal siakam, IND  ,14.0,0.019,0.0,3049.5,Front,Front
37,37,,kyle kuzma,Was,F,28.7,70,32.6,29.7,12.8,240,0.775,863,0.53,450,0.336,0.521,0.547,22.2,6.6,4.2,0.5,0.7,2.7,28.8,26.4,33.1,10.4,103.6,116.4,36.12542857142857,kyle kuzma, WAS  ,13.5,0.002,0.0,2621.0,Front,Front
38,38,,karl-anthony towns,Min,F,28.4,62,32.7,27.4,15.7,292,0.873,623,0.551,327,0.416,0.576,0.625,21.8,8.3,3.0,0.7,0.7,2.9,30.1,24.8,33.1,10.0,115.0,100.6,36.12706451612903,karl-anthony towns, NYK  ,14.0,0.032,0.0,2325.5,Front,Front
39,39,,rj barrett,Tor,F,23.8,32,33.5,25.7,13.8,167,0.629,373,0.603,120,0.392,0.599,0.614,21.8,6.4,4.1,0.6,0.4,2.5,28.1,25.8,32.2,9.9,114.2,113.9,35.08003125,rj barrett, TOR  ,13.0,0.006,0.0,1870.5,Front,Front
40,40,,victor wembanyama,San,F,20.3,71,29.7,32.2,18.0,367,0.796,792,0.534,394,0.325,0.519,0.565,21.4,10.6,3.9,1.2,3.6,3.7,32.1,25.3,35.9,12.9,104.1,107.9,45.90856338028169,victor wembanyama, SAS  ,17.0,0.288,0.0,3605.0,Front,Front
41,41,,pascal siakam,Ind,F,30.0,41,31.8,25.1,8.2,173,0.699,547,0.58,101,0.386,0.579,0.602,21.3,7.8,3.7,0.8,0.4,1.4,29.0,25.0,32.8,10.7,122.5,113.5,37.18817073170732,pascal siakam, IND  ,14.0,0.019,0.0,3049.5,Front,Front
42,42,,jamal murray,Den,G,27.1,59,31.5,27.9,11.2,184,0.853,645,0.51,341,0.425,0.554,0.586,21.2,4.1,6.5,1.0,0.7,2.1,25.3,27.7,31.8,10.5,119.1,112.3,37.15011864406779,jamal murray, DEN  ,14.0,0.01,0.0,2279.4,Back,Back
43,43,,alperen sengun,Hou,C,21.7,63,32.5,27.0,14.2,352,0.693,871,0.567,111,0.297,0.553,0.585,21.1,9.4,5.0,1.2,0.7,2.6,30.5,26.1,35.4,12.3,117.7,104.0,41.09985714285714,alperen sengun, HOU  ,15.0,0.035,0.0,2711.0,Front,Back
44,44,,jerami grant,Por,F,30.1,54,33.9,25.7,12.0,312,0.817,574,0.474,276,0.402,0.516,0.573,21.0,3.5,2.8,0.8,0.6,2.1,24.5,23.8,27.3,7.0,113.1,116.6,30.061333333333337,jerami grant, POR  ,12.5,0.002,0.0,1710.2,Front,Front
45,45,,miles bridges,Cha,F,26.1,69,37.4,24.7,10.2,211,0.825,760,0.529,450,0.349,0.527,0.556,21.0,7.3,3.3,0.9,0.5,2.0,28.3,24.3,31.7,8.5,108.5,117.9,35.51442028985507,miles bridges, CHA  ,13.5,0.002,0.0,2557.5,Front,Front
46,46,,jimmy butler,Mia,F,34.6,60,34.0,24.0,11.4,459,0.858,648,0.519,145,0.414,0.537,0.626,20.8,5.3,5.0,1.3,0.3,1.7,26.1,25.7,31.1,9.6,129.2,111.9,36.1356,jimmy butler, MIA  ,14.0,0.011,0.0,2261.8,Front,Front
47,47,,brandon ingram,Nor,F,26.6,64,32.9,27.2,13.8,307,0.801,775,0.534,242,0.355,0.534,0.578,20.8,5.1,5.7,0.8,0.6,2.5,25.9,26.5,31.5,10.3,114.7,109.7,35.772140625,brandon ingram, NOP  ,13.5,0.008,0.0,2372.3,Front,Front
48,48,,tyler herro,Mia,G,24.2,42,33.5,27.8,11.2,111,0.856,402,0.478,333,0.396,0.531,0.558,20.8,5.3,4.5,0.7,0.1,2.2,26.1,25.3,30.6,9.5,108.2,110.7,33.34171428571428,tyler herro, MIA  ,12.5,0.011,0.0,1429.4,Front,Back
49,49,,bojan bogdanovic,Det,F,35.0,28,32.9,24.7,12.9,104,0.779,218,0.518,207,0.415,0.569,0.6,20.2,3.4,2.5,0.8,0.1,2.3,23.5,22.7,26.1,6.8,110.4,117.3,27.493535714285713,bojan bogdanovic, BKN  ,9.0,0.006,0.0,1199.9,Front,Front
50,50,,kristaps porzingis,Bos,C,28.7,57,29.6,25.1,10.6,302,0.858,459,0.606,293,0.375,0.589,0.647,20.1,7.2,2.0,0.7,1.9,1.6,27.3,22.1,29.3,8.9,127.5,104.0,35.32857894736841,kristaps porzingis, BOS  ,14.0,0.003,0.0,2178.3,Front,Back
51,51,,tyrese haliburton,Ind,G,24.1,69,32.2,24.6,13.2,227,0.855,513,0.595,535,0.364,0.57,0.605,20.1,3.9,10.9,1.2,0.7,2.3,24.1,31.0,35.0,11.8,128.2,120.0,42.65717391304348,tyrese haliburton, IND  ,15.5,0.042,0.0,3076.2,Front,Back
52,52,,cj mccollum,Nor,G,32.6,66,32.7,24.7,9.4,139,0.827,498,0.492,557,0.429,0.572,0.592,20.0,4.3,4.6,0.9,0.6,1.7,24.4,24.7,29.0,9.0,118.3,111.2,33.38793939393939,cj mccollum, NOP  ,13.0,0.002,0.0,2321.7,Back,Back
53,53,,scottie barnes,Tor,F-G,22.7,60,34.9,24.8,14.9,251,0.781,646,0.536,296,0.341,0.528,0.566,19.9,8.2,6.1,1.3,1.5,2.8,28.1,25.9,34.2,11.4,113.6,114.9,41.64585,scottie barnes, TOR  ,15.0,0.013,0.0,2653.8,Front,Front
54,54,,franz wagner,Orl,F,22.6,72,32.5,25.7,11.1,319,0.85,763,0.569,333,0.282,0.525,0.575,19.7,5.3,3.7,1.1,0.4,1.9,25.0,23.5,28.8,9.0,115.7,107.2,32.74836111111111,franz wagner, ORL  ,13.0,0.033,0.0,2456.7,Front,Front
55,55,,mikal bridges,Bro,F,27.6,82,34.8,24.2,11.2,317,0.814,702,0.49,592,0.372,0.521,0.56,19.6,4.5,3.6,1.0,0.4,2.0,24.1,23.2,27.8,7.8,111.8,116.5,31.193536585365848,mikal bridges, NYK  ,12.5,0.035,0.0,2666.9,Front,Front
56,56,,jalen green,Hou,G,22.2,82,31.7,27.5,12.6,352,0.804,727,0.498,605,0.332,0.498,0.541,19.6,5.2,3.5,0.8,0.3,2.3,24.8,23.2,28.3,8.9,106.6,112.9,31.020243902439024,jalen green, HOU  ,12.5,0.029,0.0,2644.1,Back,Back
57,57,,zach lavine,Chi,G,29.1,25,34.9,23.8,12.1,103,0.854,207,0.536,169,0.349,0.531,0.578,19.5,5.1,3.9,0.8,0.3,2.1,24.6,23.4,28.5,8.4,113.3,113.4,31.542360000000002,zach lavine, CHI  ,12.5,0.012,0.0,822.6,Front,Back
58,58,,devin vassell,San,G,23.6,68,33.1,23.5,9.3,201,0.801,609,0.545,447,0.371,0.55,0.578,19.5,3.8,4.1,1.1,0.3,1.6,23.3,23.5,27.4,8.1,113.4,117.7,31.35591176470588,devin vassell, SAS  ,12.0,0.0,0.0,2231.7,Front,Back
59,59,,domantas sabonis,Sac,C,27.9,82,35.7,22.2,20.4,415,0.704,981,0.613,87,0.379,0.609,0.637,19.4,13.7,8.2,0.9,0.6,3.3,33.1,27.6,41.3,14.5,126.3,106.4,47.87640243902439,domantas sabonis, SAC  ,17.0,0.04,0.0,4039.5,Front,Back
60,60,,bam adebayo,Mia,C,26.7,71,34.0,24.9,13.7,387,0.755,975,0.528,42,0.357,0.529,0.576,19.3,10.4,3.9,1.1,0.9,2.3,29.7,23.2,33.6,10.8,114.7,104.9,39.28023943661972,bam adebayo, MIA  ,15.0,0.019,0.0,2948.6,Front,Back
61,61,,coby white,Chi,G,24.2,79,36.5,22.7,12.1,260,0.838,653,0.508,556,0.376,0.534,0.57,19.1,4.5,5.1,0.7,0.2,2.1,23.6,24.2,28.8,8.3,114.7,114.7,31.84488607594936,coby white, CHI  ,12.5,0.024,0.0,2596.1,Back,Back
62,62,,jalen williams,Okc,F,23.0,71,31.3,23.7,11.0,221,0.814,752,0.576,241,0.427,0.592,0.621,19.1,4.0,4.5,1.1,0.6,1.7,23.1,23.6,27.6,9.0,121.7,109.1,32.333366197183096,jalen williams, OKC  ,13.0,0.019,0.0,2426.9,Back,Front
63,63,,collin sexton,Uta,G,25.3,78,26.6,27.5,13.7,370,0.859,713,0.53,325,0.394,0.549,0.607,18.7,2.6,4.9,0.8,0.2,2.1,21.3,23.6,26.2,9.3,122.1,117.9,29.059230769230773,collin sexton, UTA  ,12.0,0.003,0.0,2353.5,Front,Back
64,64,,immanuel quickley,Tor,G,24.8,38,33.3,23.4,11.1,151,0.841,288,0.448,271,0.395,0.518,0.564,18.6,4.8,6.8,0.9,0.2,1.8,23.4,25.3,30.1,10.2,117.6,116.2,34.94352631578948,immanuel quickley, TOR  ,12.0,0.008,0.0,2042.3,Front,Back
65,65,,bradley beal,Pho,G,30.8,53,33.3,22.7,15.1,134,0.813,500,0.552,235,0.43,0.582,0.607,18.2,4.4,5.0,1.0,0.5,2.5,22.6,23.2,27.6,8.9,116.6,111.7,31.47041509433962,bradley beal, PHX  ,12.5,0.002,0.0,1745.9,Front,Back
66,66,,rj barrett,Nyk,F,23.8,26,29.5,27.6,10.8,124,0.831,258,0.469,130,0.331,0.478,0.536,18.2,4.3,2.4,0.5,0.3,1.8,22.5,20.7,24.9,7.8,109.7,111.5,26.79607692307692,rj barrett, TOR  ,13.0,0.006,0.0,1870.5,Front,Front
67,67,,nikola vucevic,Chi,C,33.5,76,34.3,23.3,9.1,129,0.822,897,0.551,313,0.294,0.522,0.541,18.0,10.5,3.3,0.7,0.8,1.6,28.6,21.4,31.9,10.0,113.5,110.2,36.984184210526315,nikola vucevic, CHI  ,14.0,0.003,0.0,2921.2,Front,Back
68,68,,d'angelo russell,Lal,G,28.1,76,32.7,22.9,12.6,192,0.828,535,0.497,545,0.415,0.56,0.588,18.0,3.1,6.3,0.9,0.5,2.1,21.1,24.3,27.4,8.6,116.2,113.2,31.88698684210526,d'angelo russell, LAL  ,12.5,0.005,0.0,2534.2,Back,Back
69,69,,darius garland,Cle,G,24.2,57,33.3,25.4,17.3,175,0.834,485,0.501,356,0.371,0.524,0.56,18.0,2.7,6.5,1.3,0.1,3.1,20.7,24.6,27.2,8.2,108.7,112.8,30.72768421052632,darius garland, CLE  ,12.5,0.011,0.0,1836.9,Front,Back
70,70,,klay thompson,Gol,F,34.2,77,29.7,24.2,9.4,137,0.927,442,0.502,691,0.388,0.551,0.576,17.9,3.3,2.3,0.6,0.5,1.5,21.2,20.1,23.4,6.9,112.5,114.9,25.968324675324673,klay thompson, DAL  ,10.0,0.1,0.0,2081.8,Front,Front
71,71,,fred vanvleet,Hou,G,30.1,73,36.8,19.7,11.0,229,0.86,432,0.454,586,0.387,0.527,0.568,17.4,3.8,8.1,1.4,0.8,1.7,21.2,25.5,29.3,8.8,123.2,111.1,36.80098630136985,fred vanvleet, HOU  ,14.5,0.001,0.0,2841.1,Back,Back
72,72,,jordan poole,Was,G,24.8,78,30.1,26.4,13.7,219,0.877,622,0.492,564,0.326,0.491,0.529,17.4,2.7,4.4,1.1,0.3,2.4,20.1,21.8,24.5,7.9,101.9,114.4,27.620807692307697,jordan poole, WAS  ,11.0,0.009,0.0,2269.9,Front,Back
73,73,,brandon miller,Cha,F,21.4,74,32.2,23.9,10.9,173,0.827,590,0.495,493,0.373,0.524,0.552,17.3,4.3,2.4,0.9,0.6,1.8,21.5,19.6,23.9,7.0,105.6,116.0,27.24159459459459,brandon miller, CHA  ,11.0,0.063,0.0,2111.5,Front,Front
74,74,,tobias harris,Phi,F,31.7,70,33.8,20.7,8.9,213,0.878,693,0.537,258,0.353,0.535,0.576,17.2,6.5,3.1,1.0,0.7,1.3,23.7,20.3,26.8,8.3,118.0,112.4,31.7574,tobias harris, DET  ,12.5,0.003,0.0,2328.1,Front,Front
75,75,,jordan clarkson,Uta,G,31.9,55,30.6,26.1,15.2,201,0.881,507,0.485,309,0.294,0.469,0.521,17.1,3.4,5.0,0.6,0.1,2.7,20.5,22.2,25.6,8.7,106.5,120.8,27.396527272727273,jordan clarkson, UTA  ,11.0,0.004,0.0,1560.1,Front,Back
76,76,,myles turner,Ind,C,28.1,77,27.0,23.4,10.7,317,0.773,585,0.615,324,0.358,0.587,0.626,17.1,6.9,1.3,0.5,1.9,1.4,24.0,18.4,25.3,7.9,119.7,109.7,30.676324675324672,myles turner, IND  ,12.5,0.01,0.0,2542.6,Front,Back
77,77,,bogdan bogdanovic,Atl,G,31.7,79,30.4,22.3,9.2,164,0.921,459,0.503,641,0.374,0.537,0.569,16.9,3.4,3.1,1.2,0.3,1.4,20.3,20.0,23.4,7.4,115.6,115.4,27.19075949367089,bogdan bogdanovic, ATL  ,11.0,0.022,0.0,2283.9,Back,Back
78,78,,michael porter jr.,Den,F,25.8,81,31.7,20.7,7.9,110,0.836,525,0.575,554,0.397,0.586,0.601,16.7,7.0,1.5,0.5,0.7,1.1,23.7,18.2,25.2,7.1,117.0,110.7,28.684864197530864,michael porter jr., DEN  ,11.5,0.019,0.0,2410.0,Front,Front
79,79,,deandre ayton,Por,C,25.7,55,32.4,21.1,11.7,79,0.823,739,0.576,10,0.1,0.571,0.587,16.7,11.1,1.6,1.0,0.8,1.8,27.8,18.4,29.4,8.2,113.9,111.7,34.23536363636364,deandre ayton, POR  ,13.0,0.003,0.0,1980.8,Front,Back
80,80,,dalano banton,Por,F,24.4,30,29.2,27.2,13.0,100,0.78,266,0.474,183,0.311,0.471,0.508,16.7,4.8,3.6,0.9,0.6,2.2,21.5,20.3,25.1,9.1,103.2,116.3,28.656899999999997,dalano banton, POR  ,8.5,0.009,0.0,1043.1,Back,Front
81,81,,james harden,Lac,G,34.6,72,34.3,20.6,18.4,344,0.878,334,0.497,488,0.381,0.541,0.612,16.6,5.1,8.5,1.1,0.8,2.6,21.7,25.1,30.2,10.5,125.2,113.6,36.62294444444444,james harden, LAC  ,14.5,0.018,0.0,2772.8,Front,Back
82,82,,jarrett allen,Cle,C,26.0,77,31.7,19.4,12.9,314,0.742,813,0.638,6,0.0,0.634,0.664,16.5,10.5,2.7,0.7,1.1,1.6,27.0,19.2,29.8,9.8,130.9,107.7,35.148389610389614,jarrett allen, CLE  ,13.5,0.008,0.0,2840.2,Front,Back
83,83,,chet holmgren,Okc,C,22.0,82,29.4,21.7,12.1,275,0.793,604,0.623,349,0.37,0.598,0.632,16.5,7.9,2.4,0.6,2.3,1.6,24.5,19.0,26.9,9.2,122.0,105.9,33.8415731707317,chet holmgren, OKC  ,13.5,0.105,0.0,3032.6,Front,Back
84,84,,terry rozier,Mia,G,30.1,31,31.5,23.8,8.4,69,0.913,271,0.458,178,0.371,0.497,0.531,16.4,4.2,4.6,1.0,0.3,1.3,20.6,21.1,25.3,8.7,111.4,110.2,29.670548387096773,terry rozier, MIA  ,13.0,0.002,0.0,2160.4,Front,Back
85,85,,jonathan kuminga,Gol,F,21.5,74,26.3,24.1,12.4,299,0.746,697,0.578,165,0.321,0.56,0.598,16.1,4.8,2.2,0.7,0.5,1.6,20.9,18.3,23.1,8.4,116.3,109.8,25.909743243243245,jonathan kuminga, GSW  ,10.0,0.121,0.0,2009.5,Front,Front
86,86,,jalen johnson,Atl,F,22.3,56,33.7,19.1,12.6,147,0.728,502,0.574,200,0.355,0.562,0.584,16.0,8.7,3.6,1.2,0.8,1.8,24.7,19.6,28.3,9.4,116.1,112.6,34.04557142857143,jalen johnson, ATL  ,13.5,0.01,0.0,2027.1,Front,Front
87,87,,austin reaves,Lal,G,25.9,82,32.1,20.3,15.7,272,0.853,520,0.583,420,0.367,0.568,0.613,15.9,4.3,5.5,0.8,0.3,2.1,20.1,21.3,25.6,9.0,118.8,113.1,29.372878048780485,austin reaves, LAL  ,12.0,0.021,0.0,2495.4,Back,Back
88,88,,shaedon sharpe,Por,G,20.9,32,33.1,22.4,14.2,119,0.824,254,0.457,180,0.333,0.475,0.524,15.9,5.0,2.9,0.9,0.4,2.3,20.9,18.9,23.9,7.4,104.7,113.5,26.5885,shaedon sharpe, POR  ,8.0,0.033,0.0,891.0,Back,Back
89,89,,malcolm brogdon,Por,G,31.3,39,28.7,23.0,10.8,116,0.819,297,0.458,199,0.412,0.522,0.56,15.7,3.8,5.5,0.7,0.2,1.5,19.5,21.2,25.0,9.6,119.7,117.4,28.828461538461536,malcolm brogdon, WAS  ,11.5,0.001,0.0,1156.6,Front,Back
